iter	Passed	Remaining
564	5253	4044
565	5265	4037
566	5275	4028
567	5287	4021
568	5298	4013
569	5311	4006
570	5322	3999
571	5334	3991
572	5348	3985
573	5363	3980
574	5376	3974
575	5392	3969
576	5403	3961
577	5413	3952
578	5422	3942
579	5432	3933
580	5442	3924
581	5450	3914
582	5459	3904
583	5468	3895
584	5477	3885
585	5487	3876
586	5496	3867
587	5507	3858
588	5516	3849
589	5526	3840
590	5535	3830
591	5544	3821
592	5554	3811
593	5564	3803
594	5573	3793
595	5583	3784
596	5592	3775
597	5601	3765
598	5610	3756
599	5619	3746
600	5627	3736
601	5636	3726
602	5645	3716
603	5653	3706
604	5662	3696
605	5671	3687
606	5680	3677
607	5688	3667
608	5698	3658
609	5707	3649
610	5717	3640
611	5726	3630
612	5735	3621
613	5745	3611
614	5754	3602
615	5763	3593
616	5772	3583
617	5781	3573
618	5791	3564
619	5800	3555
620	5809	3545
621	5818	3535
622	5827	3526
623	5835	3516
624	5844	3506
625	5854	3497
626	5863	3488
627	5874	3479
628	5883	3470
629	5891	3460
630	5901	3451
631	5911	3442
632	5921	3432
633	5930	3423
634	5939	3414
635	5949	3405
636	5958	3395
637	5968	3386
638	5976	3376
639	5986	3367
640	5995	3357
641	6004	3348
642	6013	3338
643	6022	3329
644	6031	3319
645	6039	3309
646	6048	3300
647	6057	3290
648	6066	3280
649	6075	3271
650	6084	3262
651	6092	3251
652	6101	3242
653	6109	3232
654	6118	3222
655	6126	3212
656	6135	3203
657	6143	3193
658	6152	3183
659	6160	3173
660	6169	3163
661	6177	3154
662	6186	3144
663	6194	3134
664	6202	3124
665	6211	3114
666	6219	3104
667	6226	3094
668	6234	3084
669	6242	3074
670	6250	3064
671	6258	3054
672	6266	3044
673	6274	3034
674	6282	3025
675	6290	3015
676	6298	3005
677	6307	2995
678	6317	2986
679	6326	2977
680	6334	2967
681	6343	2957
682	6351	2948
683	6361	2938
684	6370	2929
685	6380	2920
686	6389	2911
687	6398	2901
688	6406	2891
689	6414	2881
690	6422	2872
691	6430	2862
692	6438	2852
693	6446	2842
694	6454	2832
695	6462	2822
696	6469	2812
697	6478	2803
698	6487	2793
699	6495	2783
700	6504	2774
701	6513	2764
702	6522	2755
703	6531	2746
704	6538	2736
705	6547	2726
706	6555	2716
707	6565	2707
708	6574	2698
709	6583	2688
710	6591	2679
711	6599	2669
712	6608	2660
713	6617	2650
714	6624	2640
715	6632	2630
716	6641	2621
717	6649	2611
718	6657	2601
719	6665	2592
720	6673	2582
721	6681	2572
722	6689	2562
723	6697	2553
724	6706	2543
725	6716	2534
726	6727	2526
727	6738	2517
728	6749	2509
729	6759	2500
730	6768	2490
731	6778	2481
732	6786	2472
733	6794	2462
734	6803	2452
735	6811	2443
736	6820	2433
737	6829	2424
738	6836	2414
739	6845	2405
740	6852	2395
741	6862	2386
742	6871	2376
743	6880	2367
744	6889	2358
745	6897	2348
746	6905	2338
747	6914	2329
748	6924	2320
749	6933	2311
750	6942	2301
751	6950	2292
752	6959	2282
753	6967	2273
754	6975	2263
755	6984	2254
756	6993	2245
757	7002	2235
758	7011	2226
759	7019	2216
760	7027	2206
761	7035	2197
762	7042	2187
763	7050	2177
764	7058	2168
765	7066	2158
766	7073	2148
767	7083	2139
768	7091	2130
769	7098	2120
770	7107	2111
771	7117	2102
772	7126	2092
773	7135	2083
774	7143	2073
775	7151	2064
776	7160	2055
777	7169	2045
778	7178	2036
779	7186	2026
780	7195	2017
781	7204	2008
782	7212	1998
783	7220	1989
784	7228	1979
785	7236	1970
786	7244	1960
787	7252	1951
788	7260	1941
789	7268	1932
790	7276	1922
791	7284	1913
792	7293	1903
793	7301	1894
794	7310	1884
795	7318	1875
796	7328	1866
797	7337	1857
798	7346	1848
799	7355	1838
800	7364	1829
801	7374	1820
802	7383	1811
803	7392	1802
804	7400	1792
805	7409	1783
806	7418	1774
807	7427	1764
808	7435	1755
809	7443	1745
810	7451	1736
811	7459	1726
812	7467	1717
813	7474	1708
814	7483	1698
815	7492	1689
816	7499	1679
817	7507	1670
818	7516	1661
819	7525	1652
820	7534	1642
821	7543	1633
822	7552	1624
823	7561	1615
824	7569	1605
825	7578	1596
826	7587	1587
827	7595	1577
828	7603	1568
829	7612	1559
830	7621	1549
831	7629	1540
832	7638	1531
833	7646	1521
834	7654	1512
835	7661	1503
836	7669	1493
837	7677	1484
838	7685	1474
839	7694	1465
840	7702	1456
841	7711	1447
842	7720	1437
843	7730	1428
844	7739	1419
845	7748	1410
846	7756	1401
847	7765	1391
848	7773	1382
849	7781	1373
850	7789	1363
851	7798	1354
852	7807	1345
853	7815	1336
854	7823	1326
855	7831	1317
856	7839	1308
857	7847	1298
858	7856	1289
859	7866	1280
860	7875	1271
861	7884	1262
862	7893	1253
863	7901	1243
864	7910	1234
865	7919	1225
866	7928	1216
867	7937	1207
868	7945	1197
869	7955	1188
870	7964	1179
871	7973	1170
872	7981	1161
873	7990	1151
874	7998	1142
875	8006	1133
876	8015	1124
877	8024	1114
878	8032	1105
879	8039	1096
880	8047	1087
881	8055	1077
882	8064	1068
883	8072	1059
884	8079	1049
885	8087	1040
886	8096	1031
887	8104	1022
888	8112	1012
889	8121	1003
890	8132	994
891	8142	985
892	8152	976
893	8160	967
894	8169	958
895	8178	949
896	8186	940
897	8195	930
898	8203	921
899	8212	912
900	8220	903
901	8228	894
902	8237	884
903	8245	875
904	8253	866
905	8260	857
906	8269	847
907	8276	838
908	8284	829
909	8294	820
910	8302	811
911	8310	801
912	8318	792
913	8327	783
914	8337	774
915	8346	765
916	8355	756
917	8365	747
918	8375	738
919	8385	729
920	8394	720
921	8403	710
922	8411	701
923	8420	692
924	8430	683
925	8438	674
926	8447	665
927	8455	655
928	8463	646
929	8471	637
930	8478	628
931	8486	619
932	8495	610
933	8503	600
934	8511	591
935	8519	582
936	8529	573
937	8538	564
938	8547	555
939	8556	546
940	8565	537
941	8573	527
942	8581	518
943	8590	509
944	8599	500
945	8608	491
946	8616	482
947	8625	473
948	8633	463
949	8641	454
950	8649	445
951	8657	436
952	8665	427
953	8673	418
954	8680	409
955	8689	399
956	8697	390
957	8706	381
958	8714	372
959	8723	363
960	8733	354
961	8744	345
962	8754	336
963	8764	327
964	8774	318
965	8784	309
966	8794	300
967	8803	291
968	8812	281
969	8821	272
970	8829	263
971	8838	254
972	8846	245
973	8854	236
974	8864	227
975	8874	218
976	8882	209
977	8890	199
978	8899	190
979	8908	181
980	8916	172
981	8925	163
982	8933	154
983	8943	145
984	8952	136
985	8960	127
986	8969	118
987	8977	109
988	8985	99
989	8994	90
990	9003	81
991	9012	72
992	9020	63
993	9029	54
994	9037	45
995	9045	36
996	9053	27
997	9061	18
998	9069	9
999	9077	0
